A-3-62,"No information found"
Abcharis,"No information found"
Abchasiella,"No information found"
Abchasohela,"No information found"
Abcoronalis,"No information found"
Abdastartus,"Abdastartus (Phoenician: 𐤏𐤁𐤃𐤏𐤔𐤕𐤓𐤕 ’bd’štrt, possibly pronounced akin to ’Abd-’Ashtart) was a king of Tyre, son of  Baal-Eser I (Beleazarus) and grandson of Hiram I. The only information available abou..."
Abderitesidae,"No information found"
Abderitidae,"No information found"
Abderos,"In Greek mythology, Abderus or Abderos (Ancient Greek: Ἄβδηρος) was a divine hero, reputed by some to be one of Heracles' lovers (eromenoi), and reputedly a son of Hermes by some accounts, and eponym ..."
Abdia,"Abdia or Abdia (Persian: عبديا, also Romanized as ‘Abdīā)[1] is a village in Howmeh Rural District, in the Central District of Damghan County, Semnan Province, Iran. At the 2006 census, its population..."
Abdiacyclops,"No information found"
Abditacythere,"No information found"
Abditibacteria,"No information found"
Abditibacteriales,"No information found"
Abditibacteriota,"Abditibacteriota is a bacterial phylum[1] previously known as FBP candidatus, which is widespread in extreme environments on Earth, from polar and desert ecosystems to wastewater and contaminated mini..."
Abditibacterium,"No information found"
Abditodentrix,"No information found"
Abditoloculina,"No information found"
Abditomys,"It is endemic to central and northern Luzon in the Philippines.  It is the only member of the genus Abditomys...."
Abditoporella,"No information found"
Abditusdyadus,"No information found"
Abdiunguis,"No information found"
Abdobalistum,"No information found"
Abdomenopora,"No information found"
Abdominea,"Robiquetia, commonly known as pouched orchids,[2] or 寄树兰属 (ji shu lan shu),[3] is a genus of flowering plants from the orchid family, Orchidaceae. Plants in this genus are epiphytes with long, sometim..."
Abdosetae,"Abdosetae is a genus of Asian araneomorph spiders in the family Phrurolithidae, first described by J. Y. Fu, F. Zhang & J. MacDermott in 2010.[2]..."
Abdounia,"Abdounia is an extinct genus of requiem shark which lived during the Paleogene period. It is mainly known from isolated teeth. It is one of the earliest requiem sharks, and attained widespread success..."
Abdounodus,"Abdounodus ("Abdoun tooth") is an extinct genus of mammal known from the middle Paleocene of northern Africa. The sole species, A. hamdii, is known from teeth discovered in the Ouled Abdoun Basin of p..."
Abdra,"Abdra is a genus in the family Brassicaceae. It is found in the United States of America and contains two species, Abdra aprica and Abdra brachycarpa.[1][2]..."
Abdulinaspis,"No information found"
Abdullaevia,"No information found"
Abdullahia,"No information found"
Abdullahius,"No information found"
Abea,"ABEA (Greek: Ανώνυμος Βιομηχανική Εταιρία Ανατολή -ΑΒΕΑ, Anatoli Industries S.A. -AVEA) is a company that produces olive oil in their factories in Crete, Greece. It was founded in 1889 and today is th..."
Abebaeus,"No information found"
Abebaiodacus,"No information found"
Abebaioscia,"No information found"
Abechinoneus,"No information found"
Abedinium,"No information found"
Abedus,"Abedus is a genus of giant water bugs (family Belostomatidae) found in freshwater habitats in southern United States, Mexico and Central America.[1][2] Sometimes called ferocious water bugs,[3] these ..."
Abegesta,"Abegesta is a genus of moths of the family Crambidae. The genus was erected by Eugene G. Munroe in 1964...."
Abeillia,"The emerald-chinned hummingbird (Abeillia abeillei) is a species of hummingbird in the family Trochilidae.It is the only species placed in the genus Abeillia. It is found in El Salvador, Guatemala, Ho..."
Abelamocoris,"No information found"
